UF,Municipio,órgão_Concedente,Ano_de_Vigencia,Nome_Ministro,Partido_Ministro,Partido_Governador,Transferencia_percapita,Vl_Liberado
PE,RECIFE,MINISTERIO DA EDUCACAO,2013,Aloizio Mercadante,PT,PSB,0.0378514261202904,348556.75
SE,ARACAJU,MINISTERIO DA CULTURA,2012,Marta Suplicy,PT,PT,0.165334907410083,349000
PB,CAMPINA GRANDE,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2015,Patrus Ananias,PT,PSB,0.0879612869637546,349400
AC,RIO BRANCO,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2011,Afonso Florense,PT,PT,0.468933177022274,350000
SE,ARACAJU,MINISTERIO DA SAUDE,2011,Alexandre Padilha,PT,PT,0.167481504060469,350000
AP,MACAPA,MINISTERIO DA SAUDE,2012,Alexandre Padilha,PT,PSB,0.501000569709219,350000
AP,MACAPA,MINISTERIO DA DEFESA,2012,Celso Amorim,PT,PSB,0.501000569709219,350000
RO,PORTO VELHO,MINISTERIO DA DEFESA,2012,Celso Amorim,PT,PMDB,0.22012426329126,350000
SE,ARACAJU,PRESIDENCIA DA REPÚBLICA,2012,Gilberto Carvalho,PT,PT,0.165808646399797,350000
AM,MANAUS,MINISTERIO DO DESENVOLVIMENTO AGRARIO,2010,Guilherme Cassel ,PT,PMDB,0.100547639902704,350000
MS,CAMPO GRANDE,MINISTERIO DO TURISMO,2010,Luiz Barretto Filho,PT,PMDB,0.142895578851618,350000
MS,CAMPO GRANDE,MINISTERIO DO TURISMO,2010,Luiz Barretto Filho,PT,PMDB,0.142895578851618,350000
ES,VITORIA,MINISTERIO DOS DIREITOS HUMANOS,2013,Maria do Rosário,PT,PSB,0.0911608843751807,350000
PI,TERESINA,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2015,Patrus Ananias,PT,PT,0.109237497300273,350000
PI,TERESINA,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2015,Patrus Ananias,PT,PT,0.109237497300273,350000
AP,MACAPA,MINISTERIO DO DESENVOLVIMENTO SOCIAL,2012,Tereza Campello,PT,PSB,0.501107268516265,350074.54
RJ,RIO DE JANEIRO,MINISTERIO DA SAUDE,2013,Alexandre Padilha,PT,PMDB,0.0213908101316505,350150
AC,RIO BRANCO,MINISTERIO DA JUSTICA,2015,José Eduardo Cardozo,PT,PT,0.436024059349382,350351
GO,GOIANIA,MINISTERIO DA JUSTICA,2009,Tarso Genro,PT,PP,0.059132959856909,350439.66
ES,VITORIA,MINISTERIO DO DESENVOLVIMENTO SOCIAL,2012,Tereza Campello,PT,PSB,0.0980241566186435,350737
AP,MACAPA,MINISTERIO DA EDUCACAO,2012,Aloizio Mercadante,PT,PSB,0.502475257729007,351030.22
PI,TERESINA,MINISTERIO DO DESENVOLVIMENTO SOCIAL,2012,Tereza Campello,PT,PSB,0.111287992589096,351753.3
PE,RECIFE,MINISTERIO DO DESENVOLVIMENTO SOCIAL,2012,Tereza Campello,PT,PSB,0.039456242887157,352384.81
ES,VITORIA,MINISTERIO DA JUSTICA,2012,José Eduardo Cardozo,PT,PSB,0.0991100865355512,354622.53
SP,SAO PAULO,MINISTERIO DA SAUDE,2014,Arthur Chioro,PT,PSDB,0.00805535485800212,354720
CE,FORTALEZA,MINISTERIO DOS DIREITOS HUMANOS,2012,Maria do Rosário,PT,PSB,0.0412303153437629,354828.3
RS,PORTO ALEGRE,MINISTERIO DA JUSTICA,2012,José Eduardo Cardozo,PT,PT,0.0329601044621179,355000.2
SC,FLORIANOPOLIS,MINISTERIO DA EDUCACAO,2010,Fernando Haddad,PT,PMDB,0.0568678934384181,355406.25
RO,PORTO VELHO,MINISTERIO DA EDUCACAO,2014,José Henrique Paim,PT,PMDB,0.204159949123007,356980
MT,CACERES,MINISTERIO DOS DIREITOS HUMANOS,2012,Maria do Rosário,PT,PMDB,0.114748386690874,357479.78
PI,TERESINA,MINISTERIO DA EDUCACAO,2011,Fernando Haddad,PT,PSB,0.113943703818817,357807.5
AP,MACAPA,MINISTERIO DO DESENVOLVIMENTO SOCIAL,2009,Patrus Ananias,PT,PDT,0.571329170184278,358000
DF,BRASILIA,MINISTERIO DA JUSTICA,2013,José Eduardo Cardozo,PT,PT,0.12847337101637,358410
AP,MACAPA,MINISTERIO DA JUSTICA,2014,José Eduardo Cardozo,PT,PSB,0.477641414706384,358666.67
AP,MACAPA,MINISTERIO DA DEFESA,2013,Celso Amorim,PT,PSB,0.489798583937872,360000
RJ,RIO DE JANEIRO,MINISTERIO DO TURISMO,2008,Luiz Barretto Filho,PT,PMDB,0.0226809343184083,360000
BA,SALVADOR,MINISTERIO DO TURISMO,2009,Luiz Barretto Filho,PT,PT,0.0245945923050079,360000
SC,FLORIANOPOLIS,MINISTERIO DA JUSTICA,2009,Tarso Genro,PT,PMDB,0.0588356137853804,360000
BA,ILHEUS,MINISTERIO DA JUSTICA,2012,José Eduardo Cardozo,PT,PT,0.0254223584462624,360370.6
AP,MACAPA,MINISTERIO DA EDUCACAO,2014,José Henrique Paim,PT,PSB,0.480072178897128,360491.96
RS,PORTO ALEGRE,MINISTERIO DA SAUDE,2014,Arthur Chioro,PT,PT,0.0322211378074633,361111.12
RO,PORTO VELHO,MINISTERIO DA EDUCACAO,2013,Aloizio Mercadante,PT,PMDB,0.209169205896955,361489.15
PB,CAMPINA GRANDE,MINISTERIO DA EDUCACAO,2014,José Henrique Paim,PT,PSB,0.0917678684850091,361921.92
SC,FLORIANOPOLIS,MINISTERIO DA EDUCACAO,2008,Fernando Haddad,PT,PMDB,0.059898023770662,362538
MS,CAMPO GRANDE,MINISTERIO DO DESENVOLVIMENTO SOCIAL,2014,Tereza Campello,PT,PMDB,0.138566613873496,362997
MA,SAO LUIS,MINISTERIO DA JUSTICA,2012,José Eduardo Cardozo,PT,PMDB,0.0540775185670494,363093.44
AC,RIO BRANCO,MINISTERIO DA EDUCACAO,2014,José Henrique Paim,PT,PT,0.460297961906136,363681.88
AP,MACAPA,MINISTERIO DO DESENVOLVIMENTO AGRARIO,2009,Guilherme Cassel ,PT,PDT,0.580553423267141,363780
CE,FORTALEZA,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2012,Pepe Vargas,PT,PSB,0.0423120832488478,364138
DF,BRASILIA,MINISTERIO DA JUSTICA,2012,José Eduardo Cardozo,PT,PT,0.137577892205947,364379.45
SP,MARILIA,MINISTERIO DA SAUDE,2012,Alexandre Padilha,PT,PSDB,0.00869885241286178,364492.52
PI,TERESINA,MINISTERIO DA JUSTICA,2012,José Eduardo Cardozo,PT,PSB,0.115827370609742,366101.13
AP,MACAPA,MINISTERIO DA JUSTICA,2012,José Eduardo Cardozo,PT,PSB,0.524193031225218,366202.3
RJ,RIO DE JANEIRO,MINISTERIO DA JUSTICA,2013,José Eduardo Cardozo,PT,PMDB,0.0224011558551593,366688.53
GO,GOIANIA,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2008,Guilherme Cassel ,PT,PP,0.0629520020201896,367954.2
AP,MACAPA,MINISTERIO DA EDUCACAO,2013,Aloizio Mercadante,PT,PSB,0.501727886954487,368767.99
TO,PALMAS,MINISTERIO DA JUSTICA,2009,Tarso Genro,PT,PMDB,0.285714727979004,369158
PI,TERESINA,MINISTERIO DA EDUCACAO,2012,Aloizio Mercadante,PT,PSB,0.116814121214345,369220
MS,DOURADOS,MINISTERIO DA JUSTICA,2012,José Eduardo Cardozo,PT,PMDB,0.147526553957386,369567
PI,TERESINA,MINISTERIO DA SAUDE,2012,Alexandre Padilha,PT,PSB,0.116934345920649,369600
SP,BOTUCATU,MINISTERIO DA SAUDE,2013,Alexandre Padilha,PT,PSDB,0.00846470322958888,369600
AC,RIO BRANCO,MINISTERIO DA JUSTICA,2012,José Eduardo Cardozo,PT,PT,0.487145954195254,369639.53
AC,RIO BRANCO,MINISTERIO DO DESENVOLVIMENTO AGRARIO,2011,Afonso Florense,PT,PT,0.496472162116898,370554.41
MA,SAO LUIS,MINISTERIO DA EDUCACAO,2012,Aloizio Mercadante,PT,PMDB,0.055281299027719,371176
RJ,RIO DE JANEIRO,MINISTERIO DA EDUCACAO,2010,Fernando Haddad,PT,PMDB,0.0232319737234615,371562.5
MT,CACERES,MINISTERIO DA EDUCACAO,2013,Aloizio Mercadante,PT,PMDB,0.116804890335447,371686.36
RJ,RIO DE JANEIRO,MINISTERIO DOS DIREITOS HUMANOS,2013,Maria do Rosário,PT,PMDB,0.0227745081167479,372800
RO,PORTO VELHO,PRESIDENCIA DA REPÚBLICA,2011,Gilberto Carvalho,PT,PMDB,0.237385524063021,374220
PE,RECIFE,MINISTERIO DO TURISMO,2010,Luiz Barretto Filho,PT,PSB,0.0425482763136833,374256
ES,VITORIA,MINISTERIO DO DESENVOLVIMENTO AGRARIO,2009,Guilherme Cassel ,PT,PMDB,0.107364105117029,374400
CE,FORTALEZA,MINISTERIO DA JUSTICA,2009,Tarso Genro,PT,PSB,0.0438124728804773,374500.65
MA,SAO LUIS,MINISTERIO DO DESENVOLVIMENTO SOCIAL,2009,Patrus Ananias,PT,PDT,0.0588462194474189,374682
SE,ARACAJU,MINISTERIO DA SAUDE,2012,Alexandre Padilha,PT,PT,0.17765212114264,375000
CE,FORTALEZA,MINISTERIO DA SAUDE,2014,Arthur Chioro,PT,PSB,0.0424074254384164,375000
ES,VITORIA,PRESIDENCIA DA REPÚBLICA,2012,Gilberto Carvalho,PT,PSB,0.104805192300759,375000
CE,FORTALEZA,MINISTERIO DA CULTURA,2014,Marta Suplicy,PT,PSB,0.0424074254384164,375000
BA,FEIRA DE SANTANA,MINISTERIO DA EDUCACAO,2013,Aloizio Mercadante,PT,PT,0.0249665367976907,375600
AC,RIO BRANCO,MINISTERIO DA EDUCACAO,2012,Aloizio Mercadante,PT,PT,0.495191740490731,375744.56
SP,BOTUCATU,MINISTERIO DA SAUDE,2011,Alexandre Padilha,PT,PSDB,0.00905992205428576,376774
MA,SAO LUIS,MINISTERIO DOS DIREITOS HUMANOS,2010,Paulo Vannuchi,PT,PDT,0.0573634983605754,376860
PB,JOAO PESSOA,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2012,Pepe Vargas,PT,PSB,0.0988428618271632,377102.42
SP,SAO PAULO,MINISTERIO DA EDUCACAO,2010,Fernando Haddad,PT,PSDB,0.00914619501136425,377300.3
MS,CAMPO GRANDE,MINISTERIO DO TURISMO,2009,Luiz Barretto Filho,PT,PMDB,0.159868341341531,377368.9
AC,RIO BRANCO,MINISTERIO DA EDUCACAO,2013,Aloizio Mercadante,PT,PT,0.487436774192717,378476.62
PE,RECIFE,MINISTERIO DA EDUCACAO,2014,José Henrique Paim,PT,PSB,0.0408741516106262,379219.22
BA,SALVADOR,MINISTERIO DA JUSTICA,2012,José Eduardo Cardozo,PT,PT,0.026766460856215,379423.71
SP,SAO PAULO,MINISTERIO DA JUSTICA,2011,José Eduardo Cardozo,PT,PSDB,0.00913749457401145,380000
AC,RIO BRANCO,MINISTERIO DOS DIREITOS HUMANOS,2014,Ideli Salvatti,PT,PT,0.481350359004735,380315.4
AP,MACAPA,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2013,Pepe Vargas,PT,PSB,0.518002819062961,380730
MS,CAMPO GRANDE,MINISTERIO DA JUSTICA,2011,José Eduardo Cardozo,PT,PMDB,0.15417067742373,381958.47
AC,RIO BRANCO,MINISTERIO DA JUSTICA,2009,Tarso Genro,PT,PT,0.552734513812123,382012.51
MS,CAMPO GRANDE,MINISTERIO DO TURISMO,2008,Luiz Barretto Filho,PT,PMDB,0.163528902107739,382013
ES,VITORIA,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2009,Guilherme Cassel ,PT,PMDB,0.109909073155848,383274.81
PB,JOAO PESSOA,MINISTERIO DA JUSTICA,2012,José Eduardo Cardozo,PT,PSB,0.100524983021731,383520
SE,ARACAJU,MINISTERIO DO DESENVOLVIMENTO AGRARIO,2012,Pepe Vargas,PT,PT,0.182016091018525,384211.76
PB,JOAO PESSOA,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2012,Pepe Vargas,PT,PSB,0.100706364144622,384212
MS,DOURADOS,MINISTERIO DA EDUCACAO,2012,Aloizio Mercadante,PT,PMDB,0.153654773804353,384918.73
PB,JOAO PESSOA,MINISTERIO DO DESENVOLVIMENTO SOCIAL,2012,Tereza Campello,PT,PSB,0.101084986754198,385656.51
CE,FORTALEZA,MINISTERIO DA CULTURA,2014,Marta Suplicy,PT,PSB,0.0436199950897856,385722.5
CE,FORTALEZA,MINISTERIO DA SAUDE,2012,Alexandre Padilha,PT,PSB,0.0448291628926546,385800
AC,RIO BRANCO,MINISTERIO DA JUSTICA,2015,José Eduardo Cardozo,PT,PT,0.48021144648562,385856.14
MA,SAO LUIS,MINISTERIO DA JUSTICA,2012,José Eduardo Cardozo,PT,PMDB,0.0574876301584942,385990
MA,SAO LUIS,MINISTERIO DA JUSTICA,2012,José Eduardo Cardozo,PT,PMDB,0.0574876301584942,385990
BA,SALVADOR,MINISTERIO DA JUSTICA,2013,José Eduardo Cardozo,PT,PT,0.0257027039836183,386675
RS,PORTO ALEGRE,MINISTERIO DA JUSTICA,2011,José Eduardo Cardozo,PT,PT,0.0360373882977088,386781
MS,CAMPO GRANDE,MINISTERIO DO TURISMO,2009,Luiz Barretto Filho,PT,PMDB,0.164278893691077,387780
MS,CAMPO GRANDE,MINISTERIO DA JUSTICA,2009,Tarso Genro,PT,PMDB,0.16433218752992,387905.8
DF,BRASILIA,MINISTERIO DA JUSTICA,2015,José Eduardo Cardozo,PT,PSB,0.150020836642808,388144.26
PI,TERESINA,MINISTERIO DA JUSTICA,2016,José Eduardo Cardozo,PT,PT,0.121169424861456,388230.23
MS,DOURADOS,MINISTERIO DA EDUCACAO,2012,Aloizio Mercadante,PT,PMDB,0.155087517883603,388507.88
AP,MACAPA,MINISTERIO DA DEFESA,2011,Celso Amorim,PT,PSB,0.568463293199922,389000
BA,SALVADOR,MINISTERIO DA JUSTICA,2009,Tarso Genro,PT,PT,0.0265816304083167,389085
AP,MACAPA,MINISTERIO DO DESENVOLVIMENTO AGRARIO,2013,Pepe Vargas,PT,PSB,0.530615132599361,390000
MS,CAMPO GRANDE,MINISTERIO DA EDUCACAO,2012,Aloizio Mercadante,PT,PMDB,0.155821795481835,390347.31
GO,GOIANIA,MINISTERIO DO MEIO AMBIENTE,2009,Carlos Minc,PT,PP,0.0661665221132916,392122.66
BA,ILHEUS,MINISTERIO DA EDUCACAO,2012,Aloizio Mercadante,PT,PT,0.0276739162747478,392287.2
PR,CURITIBA,MINISTERIO DO DESENVOLVIMENTO AGRARIO,2009,Guilherme Cassel ,PT,PMDB,0.0367175819537018,392373.15
AP,MACAPA,MINISTERIO DO DESENVOLVIMENTO AGRARIO,2009,Guilherme Cassel ,PT,PDT,0.626653415447272,392666.67
PR,CURITIBA,MINISTERIO DA JUSTICA,2009,Tarso Genro,PT,PMDB,0.0367595311993069,392821.43
CE,FORTALEZA,MINISTERIO DA JUSTICA,2012,José Eduardo Cardozo,PT,PSB,0.0456959146549415,393259.27
MS,CAMPO GRANDE,MINISTERIO DA JUSTICA,2013,José Eduardo Cardozo,PT,PMDB,0.152244702812116,393898
CE,FORTALEZA,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2012,Pepe Vargas,PT,PSB,0.0457782339192227,393967.71
MS,DOURADOS,MINISTERIO DA EDUCACAO,2013,Aloizio Mercadante,PT,PMDB,0.152301867335789,394045.9
AP,MACAPA,MINISTERIO DA JUSTICA,2014,José Eduardo Cardozo,PT,PSB,0.525766521243501,394804.39
SP,SAO PAULO,MINISTERIO DA EDUCACAO,2009,Fernando Haddad,PT,PSDB,0.00954474259991878,395000
GO,GOIANIA,MINISTERIO DO TURISMO,2009,Luiz Barretto Filho,PT,PP,0.0667158463122015,395378.12
RN,NATAL,MINISTERIO DA JUSTICA,2009,Tarso Genro,PT,PSB,0.126069198777004,395547.28
BA,SALVADOR,MINISTERIO DA EDUCACAO,2013,Aloizio Mercadante,PT,PT,0.0263059476259755,395750.28
MA,SAO LUIS,MINISTERIO DO DESENVOLVIMENTO SOCIAL,2009,Patrus Ananias,PT,PDT,0.0621648219341249,395812
MA,SAO LUIS,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2015,Patrus Ananias,PT,PCdoB,0.0573806737047563,396170
RJ,RIO DE JANEIRO,MINISTERIO DA EDUCACAO,2011,Fernando Haddad,PT,PMDB,0.0246118931370452,396562.5
RS,PORTO ALEGRE,MINISTERIO DA JUSTICA,2012,José Eduardo Cardozo,PT,PT,0.0368852013206689,397275.86
SC,FLORIANOPOLIS,MINISTERIO DA JUSTICA,2009,Tarso Genro,PT,PMDB,0.064932617696151,397306
MS,CAMPO GRANDE,MINISTERIO DA JUSTICA,2012,José Eduardo Cardozo,PT,PMDB,0.158745185797864,397670.66
BA,SALVADOR,MINISTERIO DO DESENVOLVIMENTO SOCIAL,2009,Patrus Ananias,PT,PT,0.0272112588031561,398301.1
CE,FORTALEZA,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2012,Pepe Vargas,PT,PSB,0.0463104541538147,398548
PB,JOAO PESSOA,MINISTERIO DA EDUCACAO,2013,Aloizio Mercadante,PT,PSB,0.101876607038436,398787.93
RS,PORTO ALEGRE,MINISTERIO DA CULTURA,2012,Marta Suplicy,PT,PT,0.0370452796375468,399000
BA,SALVADOR,MINISTERIO DA EDUCACAO,2013,Aloizio Mercadante,PT,PT,0.0265618426633578,399600
CE,FORTALEZA,MINISTERIO DA JUSTICA,2013,José Eduardo Cardozo,PT,PSB,0.0455491585423422,399856.75
MT,CACERES,MINISTERIO DA EDUCACAO,2014,José Henrique Paim,PT,PMDB,0.124053260851698,399992
AP,MACAPA,MINISTERIO DA SAUDE,2012,Alexandre Padilha,PT,PSB,0.572572079667679,400000
AC,RIO BRANCO,MINISTERIO DA SAUDE,2011,Alexandre Padilha,PT,PT,0.535923630882599,400000
AC,RIO BRANCO,MINISTERIO DA SAUDE,2014,Arthur Chioro,PT,PT,0.506264388983181,400000
RJ,RIO DE JANEIRO,MINISTERIO DA JUSTICA,2013,José Eduardo Cardozo,PT,PMDB,0.0244361675072403,400000
PE,RECIFE,MINISTERIO DO TURISMO,2009,Luiz Barretto Filho,PT,PSB,0.0454016319162576,400000
AC,RIO BRANCO,MINISTERIO DOS DIREITOS HUMANOS,2013,Maria do Rosário,PT,PT,0.515156549635977,400000
MG,BELO HORIZONTE,MINISTERIO DO DESENVOLVIMENTO SOCIAL,2009,Patrus Ananias,PT,PSDB,0.0199663915713875,400000
AL,MACEIO,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2015,Patrus Ananias,PT,PMDB,0.119873735831798,400490
PB,JOAO PESSOA,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2013,Pepe Vargas,PT,PSB,0.102660605489292,401856.83
MS,DOURADOS,MINISTERIO DA EDUCACAO,2013,Aloizio Mercadante,PT,PMDB,0.155390761455419,402037.7
PE,RECIFE,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2015,Patrus Ananias,PT,PSB,0.0430331466308863,402152.2
SE,ARACAJU,MINISTERIO DA JUSTICA,2015,José Eduardo Cardozo,PT,PMDB,0.179463128032575,402524.49
SP,LORENA,MINISTERIO DA EDUCACAO,2015,Aloizio Mercadante,PT,PSDB,0.00907438233171798,402870.67
SE,ARACAJU,MINISTERIO DA SAUDE,2012,Alexandre Padilha,PT,PT,0.191272827705393,403751.5
MT,CUIABA,MINISTERIO DA EDUCACAO,2014,José Henrique Paim,PT,PMDB,0.125257659123974,403875.41
MT,CUIABA,MINISTERIO DA EDUCACAO,2013,Aloizio Mercadante,PT,PMDB,0.127164632431344,404652.23
DF,BRASILIA,MINISTERIO DA JUSTICA,2011,José Eduardo Cardozo,PT,PT,0.155182553849679,405026
PI,TERESINA,MINISTERIO DA EDUCACAO,2013,Aloizio Mercadante,PT,PSB,0.127285264022039,405297.41
CE,FORTALEZA,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2013,Pepe Vargas,PT,PSB,0.0461838001972074,405428
RJ,RIO DE JANEIRO,MINISTERIO DA JUSTICA,2013,José Eduardo Cardozo,PT,PMDB,0.0247765633206161,405572
PR,CURITIBA,MINISTERIO DO DESENVOLVIMENTO SOCIAL,2010,Márcia Lopes,PT,PMDB,0.0389541094530337,406665.36
CE,FORTALEZA,MINISTERIO DA JUSTICA,2012,José Eduardo Cardozo,PT,PSB,0.0472925590910068,407000
PB,JOAO PESSOA,MINISTERIO DOS DIREITOS HUMANOS,2014,Ideli Salvatti,PT,PSB,0.103253517787664,407220
TO,PALMAS,MINISTERIO DA JUSTICA,2009,Tarso Genro,PT,PMDB,0.315284768170916,407364
MA,SAO LUIS,MINISTERIO DA EDUCACAO,2009,Fernando Haddad,PT,PDT,0.0642186316677917,408888.89
RN,MOSSORO,MINISTERIO DA JUSTICA,2015,José Eduardo Cardozo,PT,PSD,0.118801728558252,408936.34
SE,ARACAJU,MINISTERIO DA SAUDE,2012,Alexandre Padilha,PT,PT,0.193806587530148,409099.93
CE,FORTALEZA,MINISTERIO DO DESENVOLVIMENTO SOCIAL,2009,Patrus Ananias,PT,PSB,0.0479041354340042,409475.4
CE,FORTALEZA,MINISTERIO DA JUSTICA,2013,José Eduardo Cardozo,PT,PSB,0.0466620201271824,409626.09
PR,MARINGA,MINISTERIO DA EDUCACAO,2010,Fernando Haddad,PT,PMDB,0.0392957355362528,410231.8
PB,JOAO PESSOA,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2013,Pepe Vargas,PT,PSB,0.104970824548509,410900
PR,CURITIBA,MINISTERIO DA JUSTICA,2009,Tarso Genro,PT,PMDB,0.0384941991327732,411358.52
TO,PALMAS,MINISTERIO DO DESENVOLVIMENTO AGRARIO,2008,Guilherme Cassel ,PT,PMDB,0.321492078540643,411673.5
AP,MACAPA,MINISTERIO DA DEFESA,2014,Celso Amorim,PT,PSB,0.548666155288502,412000
RO,PORTO VELHO,MINISTERIO DA DEFESA,2012,Celso Amorim,PT,PMDB,0.259117704217141,412000
PB,JOAO PESSOA,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2013,Pepe Vargas,PT,PSB,0.105458763888708,412810
MS,CAMPO GRANDE,MINISTERIO DO TURISMO,2010,Luiz Barretto Filho,PT,PMDB,0.168549834424851,412836.02
AC,RIO BRANCO,MINISTERIO DO DESENVOLVIMENTO AGRARIO,2009,Guilherme Cassel ,PT,PT,0.597830805113929,413180
SE,ARACAJU,MINISTERIO DA SAUDE,2012,Alexandre Padilha,PT,PT,0.195888229812679,413494
PB,CABEDELO,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2012,Pepe Vargas,PT,PSB,0.108747419185143,414890
PE,RECIFE,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2009,Guilherme Cassel ,PT,PSB,0.0471041931131173,415000
BA,SALVADOR,MINISTERIO DA EDUCACAO,2014,José Henrique Paim,PT,PT,0.0274355296455442,415000
MA,SAO LUIS,MINISTERIO DA JUSTICA,2013,José Eduardo Cardozo,PT,PMDB,0.0611100391342686,415200
PI,TERESINA,MINISTERIO DA EDUCACAO,2015,Aloizio Mercadante,PT,PT,0.129891630160535,416176.42
PR,LONDRINA,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2010,Guilherme Cassel ,PT,PMDB,0.0398910839600096,416447
MS,CAMPO GRANDE,MINISTERIO DO TURISMO,2010,Luiz Barretto Filho,PT,PMDB,0.170196309946226,416868.8
MS,CAMPO GRANDE,MINISTERIO DA EDUCACAO,2013,Aloizio Mercadante,PT,PMDB,0.161233385473254,417154.14
ES,VITORIA,MINISTERIO DOS DIREITOS HUMANOS,2013,Maria do Rosário,PT,PSB,0.108753812478414,417545.69
PI,TERESINA,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2012,Pepe Vargas,PT,PSB,0.132149098884188,417690
SP,SAO PAULO,MINISTERIO DA EDUCACAO,2010,Fernando Haddad,PT,PSDB,0.0101270452262379,417762.49
SP,SAO PAULO,MINISTERIO DA JUSTICA,2012,José Eduardo Cardozo,PT,PSDB,0.00997390839631658,417918.92
MA,SAO LUIS,MINISTERIO DA JUSTICA,2015,José Eduardo Cardozo,PT,PCdoB,0.0605588492638076,418112.89
PB,JOAO PESSOA,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2012,Pepe Vargas,PT,PSB,0.109989827454654,419630
PA,BELEM,MINISTERIO DO DESENVOLVIMENTO AGRARIO,2010,Guilherme Cassel ,PT,PT,0.05534998454154,420000
PE,RECIFE,MINISTERIO DA CULTURA,2014,Marta Suplicy,PT,PSB,0.0452697088414005,420000
MG,BELO HORIZONTE,MINISTERIO DO DESENVOLVIMENTO SOCIAL,2009,Patrus Ananias,PT,PSDB,0.0209856758611068,420420
AC,RIO BRANCO,MINISTERIO DA JUSTICA,2011,José Eduardo Cardozo,PT,PT,0.56447426561715,421309.48
RS,SANTA CRUZ DO SUL,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2015,Patrus Ananias,PT,PMDB,0.0375261424903974,422093
MG,BELO HORIZONTE,MINISTERIO DA JUSTICA,2015,José Eduardo Cardozo,PT,PT,0.0202371520459842,422331.17
PI,TERESINA,MINISTERIO DA EDUCACAO,2011,Fernando Haddad,PT,PSB,0.134584475639073,422623.92
GO,GOIANIA,MINISTERIO DO MEIO AMBIENTE,2009,Carlos Minc,PT,PP,0.0714897997063935,423670
AP,MACAPA,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2013,Pepe Vargas,PT,PSB,0.578234439371099,425000
MT,CUIABA,MINISTERIO DA JUSTICA,2014,José Eduardo Cardozo,PT,PMDB,0.132119365194363,426000
MS,CAMPO GRANDE,MINISTERIO DA EDUCACAO,2014,José Henrique Paim,PT,PMDB,0.16271963466973,426269.63
MS,CAMPO GRANDE,MINISTERIO DOS DIREITOS HUMANOS,2011,Maria do Rosário,PT,PMDB,0.172079863443207,426328.55
BA,SALVADOR,MINISTERIO DA EDUCACAO,2010,Fernando Haddad,PT,PT,0.030457416902924,427056.6
PE,RECIFE,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2015,Patrus Ananias,PT,PSB,0.0457633464891447,427666.39
AC,RIO BRANCO,MINISTERIO DO DESENVOLVIMENTO AGRARIO,2012,Afonso Florense,PT,PT,0.564417371959947,428272
CE,FORTALEZA,MINISTERIO DA JUSTICA,2015,José Eduardo Cardozo,PT,PT,0.0481219577741893,428500
PB,JOAO PESSOA,MINISTERIO DA JUSTICA,2012,José Eduardo Cardozo,PT,PSB,0.112445811734258,429000
PB,JOAO PESSOA,MINISTERIO DA JUSTICA,2012,José Eduardo Cardozo,PT,PSB,0.112445811734258,429000
PR,CURITIBA,MINISTERIO DO DESENVOLVIMENTO SOCIAL,2009,Patrus Ananias,PT,PMDB,0.0401450574743406,429000
RS,PORTO ALEGRE,MINISTERIO DA JUSTICA,2011,José Eduardo Cardozo,PT,PT,0.0399994092857669,429304.46
ES,VITORIA,PRESIDENCIA DA REPÚBLICA,2012,Gilberto Carvalho,PT,PSB,0.12026154345349,430303.86
