UF,Municipio,órgão_Concedente,Ano_de_Vigencia,Partido_Ministro_Partido_Governador,UFMinistro_Ufdestino,Vl_Liberado
SP,CAMPINAS,MINISTERIO DA SAUDE,2013,nao,sim,3890349.93
SP,SAO PAULO,MINISTERIO DA SAUDE,2013,nao,sim,221624.44
SP,CAMPINAS,MINISTERIO DA SAUDE,2013,nao,sim,2714613.11
SP,BOTUCATU,MINISTERIO DA SAUDE,2013,nao,sim,369600
SP,CAMPINAS,MINISTERIO DA SAUDE,2013,nao,sim,720095.86
SP,SAO PAULO,MINISTERIO DA SAUDE,2013,nao,sim,450000
SP,SAO PAULO,MINISTERIO DA SAUDE,2013,nao,sim,824415.78
SP,BOTUCATU,MINISTERIO DA SAUDE,2013,nao,sim,768889
SP,SAO PAULO,MINISTERIO DA SAUDE,2013,nao,sim,2763275.2
SP,SAO PAULO,MINISTERIO DA SAUDE,2014,nao,sim,3511103.33
SP,CAMPINAS,MINISTERIO DA SAUDE,2014,nao,sim,454959.79
PR,CURITIBA,PRESIDENCIA DA REPÚBLICA,2014,nao,sim,154150
MT,CUIABA,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",2014,nao,sim,8132.45
SP,SAO PAULO,MINISTERIO DO ESPORTE,2014,nao,sim,10587797.27
SP,CAMPINAS,MINISTERIO DA SAUDE,2014,nao,sim,153075
SP,CAMPINAS,MINISTERIO DA SAUDE,2014,nao,sim,510500
SP,CAMPINAS,MINISTERIO DA SAUDE,2014,nao,sim,3089000
SP,SAO PAULO,MINISTERIO DA SAUDE,2014,nao,sim,354720
SP,MARILIA,MINISTERIO DA SAUDE,2014,nao,sim,281752
MT,CUIABA,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",2014,nao,sim,243750
SP,SAO PAULO,MINISTERIO DA SAUDE,2014,nao,sim,329366
MT,CUIABA,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",2014,nao,sim,2275095.87
SP,BOTUCATU,MINISTERIO DA SAUDE,2014,nao,sim,288789.5
SP,BOTUCATU,MINISTERIO DA SAUDE,2014,nao,sim,346308.48
SP,SAO JOSE DO RIO PRETO,MINISTERIO DA EDUCACAO,2015,nao,sim,3300
SP,SAO PAULO,MINISTERIO DA JUSTICA,2015,nao,sim,798936.34
CE,FORTALEZA,MINISTERIO DA INTEGRACAO NACIONAL,2014,nao,sim,993541.22
SP,SAO PAULO,MINISTERIO DA SAUDE,2014,nao,sim,1200000
SP,CAMPINAS,MINISTERIO DA SAUDE,2014,nao,sim,2967754
SP,SAO PAULO,MINISTERIO DA SAUDE,2014,nao,sim,500000
SP,CAMPINAS,MINISTERIO DA SAUDE,2015,nao,sim,100000
SP,CAMPINAS,MINISTERIO DA EDUCACAO,2015,nao,sim,10516350.38
SP,RIBEIRAO PRETO,MINISTERIO DA EDUCACAO,2015,nao,sim,4748745.97
SP,PIRACICABA,MINISTERIO DA EDUCACAO,2015,nao,sim,1678444.22
SP,SAO CARLOS,MINISTERIO DA EDUCACAO,2015,nao,sim,2150891.67
MG,MONTES CLAROS,MINISTERIO DO ESPORTE,2015,nao,sim,107000
SP,SAO PAULO,MINISTERIO DA EDUCACAO,2015,nao,sim,19729068.17
SP,BAURU,MINISTERIO DA EDUCACAO,2015,nao,sim,885976.64
SP,SAO PAULO,MINISTERIO DA EDUCACAO,2015,nao,sim,19622560.19
PI,TERESINA,MINISTERIO DA SAUDE,2015,nao,sim,8120768.14
SP,LORENA,MINISTERIO DA EDUCACAO,2015,nao,sim,402870.67
MG,BELO HORIZONTE,MINISTERIO DOS DIREITOS HUMANOS,2015,nao,sim,312500
MG,BELO HORIZONTE,MINISTERIO DOS DIREITOS HUMANOS,2015,nao,sim,420000
PE,RECIFE,"MINIST. DA INDUSTRIA, COM.EXTERIOR E SERVICOS",2015,nao,sim,711503.49
DF,BRASILIA,MINISTERIO DO MEIO AMBIENTE,2015,nao,sim,111111.11
SP,SAO PAULO,MINISTERIO DA JUSTICA,2016,nao,sim,229128
SP,SAO PAULO,MINISTERIO DA JUSTICA,2015,nao,sim,292106.66
BA,SALVADOR,MINISTERIO DA CULTURA,2016,nao,sim,14280
BA,SALVADOR,MINISTERIO DA CULTURA,2015,nao,sim,101010.1
SP,SAO PAULO,MINISTERIO DA JUSTICA,2015,nao,sim,8973053.96
MG,BELO HORIZONTE,MINISTERIO DOS DIREITOS HUMANOS,2015,nao,sim,387396
SP,SAO PAULO,MINISTERIO DA JUSTICA,2016,nao,sim,497483.34
SP,SAO PAULO,MINISTERIO DA JUSTICA,2016,nao,sim,165730
SP,SAO PAULO,MINISTERIO DA JUSTICA,2015,nao,sim,12983730.63
SP,SAO PAULO,MINISTERIO DA JUSTICA,2015,nao,sim,8873750
BA,SALVADOR,MINISTERIO DA CULTURA,2015,nao,sim,81763.5
SP,SAO PAULO,MINISTERIO DA JUSTICA,2015,nao,sim,3304774.67
SP,SAO PAULO,MINISTERIO DA EDUCACAO,2015,nao,sim,13261.63
SP,SAO PAULO,MINISTERIO DA EDUCACAO,2015,nao,sim,492149.33
SP,SAO PAULO,MINISTERIO DA JUSTICA,2015,nao,sim,464190
PE,RECIFE,"MINIST. DA INDUSTRIA, COM.EXTERIOR E SERVICOS",2015,nao,sim,711503.49
BA,SALVADOR,MINISTERIO DA CULTURA,2015,nao,sim,160860
PI,TERESINA,MINISTERIO DA SAUDE,2015,nao,sim,4160291.63
SP,SAO PAULO,MINISTERIO DA JUSTICA,2015,nao,sim,150000
PI,TERESINA,MINISTERIO DA SAUDE,2015,nao,sim,3692911.26
PI,TERESINA,MINISTERIO DA SAUDE,2015,nao,sim,150000
RJ,RIO DE JANEIRO,MINISTERIO DA JUSTICA,2016,nao,sim,13997.53
RJ,RIO DE JANEIRO,MINISTERIO DA JUSTICA,2016,nao,sim,2351998.69
RJ,RIO DE JANEIRO,MINISTERIO DA JUSTICA,2016,nao,sim,4863534.84
RJ,RIO DE JANEIRO,MINISTERIO DA JUSTICA,2016,nao,sim,614134.54
RJ,NITEROI,PRESIDENCIA DA REPÚBLICA,2008,nao,sim,706130.84
RJ,RIO DE JANEIRO,MINISTERIO DO ESPORTE,2008,nao,sim,1013595.24
RJ,RIO DE JANEIRO,MINISTERIO DO TRABALHO E EMPREGO,2008,nao,sim,13184310
MG,BELO HORIZONTE,MINISTERIO DO DESENVOLVIMENTO SOCIAL,2008,nao,sim,1221760.86
RJ,RIO DE JANEIRO,MINISTERIO DO TRABALHO E EMPREGO,2008,nao,sim,1298760
RJ,RIO DE JANEIRO,MINISTERIO DO TRABALHO E EMPREGO,2008,nao,sim,624890
SP,SAO PAULO,MINISTERIO DA EDUCACAO,2009,nao,sim,395000
BA,SALVADOR,MINISTERIO DA INTEGRACAO NACIONAL,2009,nao,sim,11505647.23
BA,SALVADOR,MINISTERIO DA CULTURA,2009,nao,sim,380000
RS,PORTO ALEGRE,MINISTERIO DA JUSTICA,2009,nao,sim,9910191.11
SP,SAO PAULO,MINISTERIO DA EDUCACAO,2009,nao,sim,442812.5
SP,SAO PAULO,MINISTERIO DA EDUCACAO,2009,nao,sim,524017.55
MA,SAO LUIS,MINISTERIO DE MINAS E ENERGIA,2009,nao,sim,250000
BA,SALVADOR,MINISTERIO DA CULTURA,2009,nao,sim,215164
MG,BELO HORIZONTE,MINISTERIO DO DESENVOLVIMENTO SOCIAL,2009,nao,sim,420420
RS,PORTO ALEGRE,MINISTERIO DA JUSTICA,2009,nao,sim,1000000
MG,BELO HORIZONTE,MINISTERIO DO DESENVOLVIMENTO SOCIAL,2009,nao,sim,127064.08
SP,SAO PAULO,MINISTERIO DOS DIREITOS HUMANOS,2009,nao,sim,268530
MG,BELO HORIZONTE,MINISTERIO DO DESENVOLVIMENTO SOCIAL,2009,nao,sim,2017206.36
RJ,RIO DE JANEIRO,PRESIDENCIA DA REPÚBLICA,2009,nao,sim,294000
RS,PORTO ALEGRE,MINISTERIO DA JUSTICA,2009,nao,sim,337824.76
RJ,RIO DE JANEIRO,PRESIDENCIA DA REPÚBLICA,2009,nao,sim,165000
RS,PORTO ALEGRE,MINISTERIO DA DEFESA,2009,nao,sim,16144546.21
RJ,RIO DE JANEIRO,PRESIDENCIA DA REPÚBLICA,2009,nao,sim,400000
MG,BELO HORIZONTE,MINISTERIO DO DESENVOLVIMENTO SOCIAL,2009,nao,sim,400000
MG,BELO HORIZONTE,MINISTERIO DO DESENVOLVIMENTO SOCIAL,2009,nao,sim,600000
BA,SALVADOR,MINISTERIO DA CULTURA,2009,nao,sim,150000
RJ,RIO DE JANEIRO,PRESIDENCIA DA REPÚBLICA,2009,nao,sim,429510
BA,SALVADOR,MINISTERIO DA CULTURA,2009,nao,sim,208368
RJ,RIO DE JANEIRO,PRESIDENCIA DA REPÚBLICA,2010,nao,sim,487783.43
SP,SAO PAULO,MINISTERIO DA EDUCACAO,2010,nao,sim,227384
RJ,RIO DE JANEIRO,PRESIDENCIA DA REPÚBLICA,2010,nao,sim,125000
RJ,RIO DE JANEIRO,PRESIDENCIA DA REPÚBLICA,2010,nao,sim,125000
SP,SAO PAULO,MINISTERIO DA EDUCACAO,2010,nao,sim,500000
SP,SAO PAULO,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",2010,nao,sim,113028
SP,SAO PAULO,MINISTERIO DA EDUCACAO,2010,nao,sim,417762.49
SP,CAMPINAS,MINISTERIO DA EDUCACAO,2010,nao,sim,235549.2
SP,SAO PAULO,MINISTERIO DA EDUCACAO,2010,nao,sim,467812.5
RJ,RIO DE JANEIRO,MINISTERIO DA JUSTICA,2010,nao,sim,1035486.4
RJ,RIO DE JANEIRO,MINISTERIO DA JUSTICA,2010,nao,sim,167490.09
RJ,RIO DE JANEIRO,MINISTERIO DA JUSTICA,2010,nao,sim,478000
RJ,RIO DE JANEIRO,PRESIDENCIA DA REPÚBLICA,2010,nao,sim,300000
RJ,RIO DE JANEIRO,MINISTERIO DA JUSTICA,2010,nao,sim,435800
SP,SAO PAULO,MINISTERIO DA EDUCACAO,2011,nao,sim,2401264.08
RJ,RIO DE JANEIRO,MINISTERIO DA CULTURA,2011,nao,sim,187500
RJ,RIO DE JANEIRO,MINISTERIO DA CULTURA,2011,nao,sim,187500
RJ,RIO DE JANEIRO,MINISTERIO DA CULTURA,2011,nao,sim,125000
SP,SAO PAULO,MINISTERIO DA JUSTICA,2011,nao,sim,144278.61
SP,SAO PAULO,MINISTERIO DA JUSTICA,2011,nao,sim,1056000
SP,SAO PAULO,MINISTERIO DA SAUDE,2011,nao,sim,157460
SP,SAO PAULO,MINISTERIO DA JUSTICA,2011,nao,sim,2546992.34
SP,SAO PAULO,MINISTERIO DA JUSTICA,2011,nao,sim,1608714.98
RJ,RIO DE JANEIRO,MINISTERIO DA DEFESA,2012,nao,sim,9997869.89
RJ,RIO DE JANEIRO,MINISTERIO DA CULTURA,2012,nao,sim,250000
RJ,RIO DE JANEIRO,MINISTERIO DA CULTURA,2012,nao,sim,250000
SP,GUARULHOS,MINISTERIO DA SAUDE,2012,nao,sim,3570000
MG,BELO HORIZONTE,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",2013,nao,sim,551938.02
MG,BELO HORIZONTE,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",2013,nao,sim,1188033.89
RJ,RIO DE JANEIRO,MINISTERIO DO ESPORTE,2010,nao,sim,8892450
MG,BELO HORIZONTE,MINISTERIO DO DESENVOLVIMENTO SOCIAL,2009,nao,sim,194434888.56
RJ,RIO DE JANEIRO,MINISTERIO DA CULTURA,2012,nao,sim,209500
RJ,RIO DE JANEIRO,MINISTERIO DA CULTURA,2012,nao,sim,173403.45
SP,CAMPINAS,MINISTERIO DA EDUCACAO,2011,nao,sim,304036.29
SP,SAO PAULO,MINISTERIO DA EDUCACAO,2011,nao,sim,134724.36
SP,SAO PAULO,MINISTERIO DA EDUCACAO,2011,nao,sim,169746
SP,SAO PAULO,MINISTERIO DA EDUCACAO,2010,nao,sim,144000
RJ,RIO DE JANEIRO,MINISTERIO DA CULTURA,2011,nao,sim,187500
RJ,RIO DE JANEIRO,MINISTERIO DO ESPORTE,2010,nao,sim,3410000
SP,MARILIA,MINISTERIO DA SAUDE,2011,nao,sim,586645.1
SP,CAMPINAS,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",2010,nao,sim,171712.5
SP,SAO PAULO,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",2010,nao,sim,1951146
RJ,RIO DE JANEIRO,MINISTERIO DA JUSTICA,2010,nao,sim,619492.76
BA,SALVADOR,MINISTERIO DA CULTURA,2010,nao,sim,112200
BA,SALVADOR,MINISTERIO DA CULTURA,2010,nao,sim,252056
RJ,RIO DE JANEIRO,MINISTERIO DA JUSTICA,2010,nao,sim,545461.44
RJ,RIO DE JANEIRO,MINISTERIO DA JUSTICA,2010,nao,sim,499929.41
SP,SAO PAULO,MINISTERIO DA JUSTICA,2011,nao,sim,380000
RJ,RIO DE JANEIRO,MINISTERIO DA CULTURA,2012,nao,sim,359017.43
RJ,RIO DE JANEIRO,MINISTERIO DA CULTURA,2012,nao,sim,112048
RJ,RIO DE JANEIRO,MINISTERIO DA CULTURA,2012,nao,sim,1705988.36
SP,SAO PAULO,MINISTERIO DA EDUCACAO,2010,nao,sim,377300.3
RJ,RIO DE JANEIRO,MINISTERIO DO ESPORTE,2008,nao,sim,946497.97
RJ,CAMPOS DOS GOYTACAZES,PRESIDENCIA DA REPÚBLICA,2008,nao,sim,10000
RS,PORTO ALEGRE,MINISTERIO DA JUSTICA,2009,nao,sim,1104713.18
RJ,RIO DE JANEIRO,MINISTERIO DA CULTURA,2011,nao,sim,546150
RJ,RIO DE JANEIRO,MINISTERIO DO TRABALHO E EMPREGO,2011,nao,sim,325155.6
BA,SALVADOR,MINISTERIO DA CULTURA,2008,nao,sim,1562500
BA,SALVADOR,MINISTERIO DA CULTURA,2009,nao,sim,11850000
BA,SALVADOR,MINISTERIO DA CULTURA,2009,nao,sim,1260000
BA,SALVADOR,MINISTERIO DA CULTURA,2009,nao,sim,3815942.96
PI,TERESINA,MINISTERIO DO DESENVOLVIMENTO SOCIAL,2008,sim,nao,2805004
SE,ARACAJU,MINISTERIO DO DESENVOLVIMENTO AGRARIO,2008,sim,nao,682818.46
PA,BELEM,MINISTERIO DA JUSTICA,2009,sim,nao,1707092.7
PR,CASCAVEL,MINISTERIO DA SAUDE,2009,sim,nao,190000
AC,RIO BRANCO,MINISTERIO DO TURISMO,2009,sim,nao,100000
CE,FORTALEZA,"MINISTÉRIO DA CIÊNCIA, TECNOLOGIA, INOVAÇÕES E COMUNICAÇÕES",2009,sim,nao,5386503.87
AM,MANAUS,MINISTERIO DA SAUDE,2009,sim,nao,360000
SE,ARACAJU,MINISTERIO DO TURISMO,2009,sim,nao,275882.5
AM,MANAUS,MINISTERIO DA SAUDE,2009,sim,nao,276689
SE,ARACAJU,MINISTERIO DO TURISMO,2009,sim,nao,513000
SE,ARACAJU,MINISTERIO DO TURISMO,2009,sim,nao,155433
PA,BELEM,MINISTERIO DO TURISMO,2009,sim,nao,73000
BA,SALVADOR,MINISTERIO DO DESENVOLVIMENTO AGRARIO,2009,sim,nao,1101970
PI,TERESINA,MINISTERIO DO TURISMO,2009,sim,nao,316557.59
PR,MARINGA,MINISTERIO DA SAUDE,2010,sim,nao,896168.89
AM,MANAUS,MINISTERIO DA SAUDE,2009,sim,nao,148832.55
SC,FLORIANOPOLIS,MINISTERIO DA SAUDE,2009,sim,nao,217948
PA,BELEM,MINISTERIO DO TURISMO,2009,sim,nao,553500
BA,SALVADOR,MINISTERIO DOS DIREITOS HUMANOS,2009,sim,nao,770000
BA,SALVADOR,MINISTERIO DOS DIREITOS HUMANOS,2009,sim,nao,2039015
PA,BELEM,MINISTERIO DO DESENVOLVIMENTO AGRARIO,2009,sim,nao,268543
BA,SALVADOR,MINISTERIO DOS DIREITOS HUMANOS,2009,sim,nao,780000
BA,SALVADOR,MINISTERIO DOS DIREITOS HUMANOS,2009,sim,nao,100000
PI,TERESINA,MINISTERIO DO TURISMO,2009,sim,nao,17276537.36
AC,RIO BRANCO,MINISTERIO DO DESENVOLVIMENTO AGRARIO,2010,sim,nao,2222222.2
MS,CAMPO GRANDE,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",2010,sim,nao,2354933.46
BA,SALVADOR,MINISTERIO DO TURISMO,2010,sim,nao,133000
BA,SALVADOR,MINISTERIO DO TURISMO,2010,sim,nao,146250
BA,SALVADOR,MINISTERIO DO TURISMO,2010,sim,nao,298906.64
PA,BELEM,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2010,sim,nao,1268618.9
BA,SALVADOR,MINISTERIO DO TURISMO,2010,sim,nao,141453
PA,BELEM,MINISTERIO DO DESENVOLVIMENTO AGRARIO,2010,sim,nao,103590
BA,SALVADOR,MINISTERIO DO TURISMO,2010,sim,nao,8053.5
SE,ARACAJU,MINISTERIO DO TURISMO,2010,sim,nao,40051587.28
MS,CAMPO GRANDE,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",2010,sim,nao,21150000
TO,PALMAS,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",2010,sim,nao,711895.3
PR,JACAREZINHO,MINISTERIO DA SAUDE,2010,sim,nao,203871.75
PR,LONDRINA,MINISTERIO DA SAUDE,2010,sim,nao,460340
PR,LONDRINA,MINISTERIO DA SAUDE,2010,sim,nao,124000
AC,RIO BRANCO,MINISTERIO DO DESENVOLVIMENTO AGRARIO,2010,sim,nao,777777.78
PR,CURITIBA,MINISTERIO DA SAUDE,2010,sim,nao,145107.41
AM,MANAUS,MINISTERIO DA SAUDE,2010,sim,nao,256500
PI,TERESINA,MINISTERIO DA INTEGRACAO NACIONAL,2012,sim,nao,1636111.11
AC,RIO BRANCO,MINISTERIO DO DESENVOLVIMENTO AGRARIO,2011,sim,nao,370554.41
PR,CASCAVEL,MINISTERIO DA SAUDE,2010,sim,nao,160000
AC,RIO BRANCO,MINISTERIO DO TURISMO,2010,sim,nao,306560.03
BA,SALVADOR,MINISTERIO DOS DIREITOS HUMANOS,2010,sim,nao,1132789.5
PR,CASCAVEL,MINISTERIO DA SAUDE,2010,sim,nao,153000
SE,ARACAJU,MINISTERIO DO TURISMO,2010,sim,nao,294756
PI,TERESINA,MINISTERIO DO TURISMO,2010,sim,nao,13650
PI,TERESINA,MINISTERIO DO TURISMO,2010,sim,nao,541666.66
PI,TERESINA,MINISTERIO DA INTEGRACAO NACIONAL,2011,sim,nao,3070241.56
AC,RIO BRANCO,MINISTERIO DO DESENVOLVIMENTO AGRARIO,2011,sim,nao,11954961.42
AC,RIO BRANCO,MINISTERIO DA EDUCACAO,2011,sim,nao,103790.16
BA,SALVADOR,MINISTERIO DA EDUCACAO,2011,sim,nao,1189500
SE,ARACAJU,PRESIDENCIA DA REPÚBLICA,2011,sim,nao,447782
AC,RIO BRANCO,PRESIDENCIA DA REPÚBLICA,2011,sim,nao,264215.58
RS,PORTO ALEGRE,PRESIDENCIA DA REPÚBLICA,2011,sim,nao,154420
AC,RIO BRANCO,MINISTERIO DA JUSTICA,2011,sim,nao,566009.44
AC,RIO BRANCO,MINISTERIO DA JUSTICA,2011,sim,nao,122400
AC,RIO BRANCO,MINISTERIO DA JUSTICA,2011,sim,nao,128800
AC,RIO BRANCO,MINISTERIO DOS DIREITOS HUMANOS,2011,sim,nao,150000
AC,RIO BRANCO,PRESIDENCIA DA REPÚBLICA,2011,sim,nao,249294.07
BA,SALVADOR,MINISTERIO DA SAUDE,2011,sim,nao,200000
AC,RIO BRANCO,PRESIDENCIA DA REPÚBLICA,2011,sim,nao,274689
RS,PORTO ALEGRE,PRESIDENCIA DA REPÚBLICA,2011,sim,nao,128404
AC,RIO BRANCO,MINISTERIO DA JUSTICA,2011,sim,nao,330142.79
AC,RIO BRANCO,MINISTERIO DA JUSTICA,2011,sim,nao,2871765
RS,PORTO ALEGRE,MINISTERIO DA JUSTICA,2011,sim,nao,386781
AC,RIO BRANCO,MINISTERIO DA JUSTICA,2011,sim,nao,421309.48
DF,BRASILIA,"MINISTÉRIO DA CIÊNCIA, TECNOLOGIA, INOVAÇÕES E COMUNICAÇÕES",2011,sim,nao,3120000
RS,PORTO ALEGRE,MINISTERIO DA JUSTICA,2011,sim,nao,2017564
BA,SALVADOR,MINISTERIO DA JUSTICA,2011,sim,nao,990000
SE,ARACAJU,MINISTERIO DA SAUDE,2011,sim,nao,963578.45
RS,PORTO ALEGRE,MINISTERIO DA JUSTICA,2011,sim,nao,1055395.1
SE,ARACAJU,MINISTERIO DO DESENVOLVIMENTO AGRARIO,2011,sim,nao,212000
AC,RIO BRANCO,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2011,sim,nao,1898349
DF,BRASILIA,MINISTERIO DA JUSTICA,2011,sim,nao,405026
BA,SALVADOR,MINISTERIO DA SAUDE,2011,sim,nao,1191811.54
AC,RIO BRANCO,MINISTERIO DOS DIREITOS HUMANOS,2011,sim,nao,182000
SE,ARACAJU,PRESIDENCIA DA REPÚBLICA,2011,sim,nao,208894
AC,RIO BRANCO,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2011,sim,nao,350000
BA,SALVADOR,MINISTERIO DA JUSTICA,2011,sim,nao,2087611.31
RS,PORTO ALEGRE,MINISTERIO DO DESENVOLVIMENTO AGRARIO,2011,sim,nao,300000
BA,FEIRA DE SANTANA,MINISTERIO DA SAUDE,2011,sim,nao,100000
PI,TERESINA,MINISTERIO DA INTEGRACAO NACIONAL,2013,sim,nao,469571.74
SE,ARACAJU,PRESIDENCIA DA REPÚBLICA,2011,sim,nao,431500
SE,ARACAJU,MINISTERIO DOS DIREITOS HUMANOS,2011,sim,nao,278000
RS,PORTO ALEGRE,MINISTERIO DA JUSTICA,2011,sim,nao,3601852.26
RS,PORTO ALEGRE,PRESIDENCIA DA REPÚBLICA,2012,sim,nao,4994504.95
AC,RIO BRANCO,MINISTERIO DO DESENVOLVIMENTO AGRARIO,2011,sim,nao,1117128
BA,SALVADOR,MINISTERIO DO DESENVOLVIMENTO SOCIAL,2011,sim,nao,133768973.28
RO,PORTO VELHO,MINISTERIO DO TURISMO,2011,sim,nao,7406471.06
BA,SALVADOR,MINISTERIO DA JUSTICA,2011,sim,nao,4134907.51
SE,ARACAJU,PRESIDENCIA DA REPÚBLICA,2011,sim,nao,300385.78
SE,ARACAJU,MINISTERIO DA SAUDE,2011,sim,nao,335808
AC,RIO BRANCO,MINISTERIO DA SAUDE,2011,sim,nao,292879.3
DF,BRASILIA,MINISTERIO DA CULTURA,2012,sim,nao,1666220
AC,RIO BRANCO,MINISTERIO DO DESENVOLVIMENTO AGRARIO,2012,sim,nao,336666.4
SE,ARACAJU,MINISTERIO DO DESENVOLVIMENTO AGRARIO,2011,sim,nao,153500
RJ,RIO DE JANEIRO,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",2011,sim,nao,169179.19
BA,SALVADOR,MINISTERIO DA SAUDE,2011,sim,nao,146300
AC,RIO BRANCO,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2011,sim,nao,2468846.39
RS,PORTO ALEGRE,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2011,sim,nao,2500000
MA,SAO LUIS,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",2011,sim,nao,2490284
SE,ARACAJU,MINISTERIO DA SAUDE,2011,sim,nao,100000
SE,ARACAJU,MINISTERIO DA SAUDE,2011,sim,nao,350000
DF,BRASILIA,MINISTERIO DA SAUDE,2011,sim,nao,1962259
SE,ARACAJU,MINISTERIO DA SAUDE,2011,sim,nao,243104.12
RO,PORTO VELHO,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",2011,sim,nao,2433426.67
SE,ARACAJU,MINISTERIO DO DESENVOLVIMENTO AGRARIO,2011,sim,nao,29270.27
AC,RIO BRANCO,MINISTERIO DO DESENVOLVIMENTO AGRARIO,2011,sim,nao,1666666.67
AC,RIO BRANCO,MINISTERIO DO DESENVOLVIMENTO AGRARIO,2011,sim,nao,1072300
RS,PORTO ALEGRE,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2011,sim,nao,3451119.27
BA,SALVADOR,MINISTERIO DA SAUDE,2011,sim,nao,167904
BA,SALVADOR,MINISTERIO DA SAUDE,2011,sim,nao,100000
BA,SALVADOR,MINISTERIO DA SAUDE,2011,sim,nao,300000
DF,BRASILIA,MINISTERIO DOS DIREITOS HUMANOS,2011,sim,nao,603213.66
RS,PORTO ALEGRE,PRESIDENCIA DA REPÚBLICA,2012,sim,nao,209600
DF,BRASILIA,MINISTERIO DO DESENVOLVIMENTO AGRARIO,2011,sim,nao,723990.5
AC,RIO BRANCO,MINISTERIO DO DESENVOLVIMENTO AGRARIO,2012,sim,nao,1120000
AC,RIO BRANCO,MINISTERIO DO DESENVOLVIMENTO AGRARIO,2012,sim,nao,428272
MT,CUIABA,MINISTERIO DO TURISMO,2011,sim,nao,327873.76
SE,ARACAJU,MINISTERIO DA SAUDE,2011,sim,nao,317080
SE,ARACAJU,MINISTERIO DA SAUDE,2011,sim,nao,110440
AC,RIO BRANCO,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2011,sim,nao,1826716
AC,RIO BRANCO,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2011,sim,nao,503408
AC,RIO BRANCO,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2011,sim,nao,1196184.62
AC,RIO BRANCO,MINISTERIO DO DESENVOLVIMENTO AGRARIO,2011,sim,nao,1128947.43
RS,PORTO ALEGRE,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2011,sim,nao,175314
MT,CUIABA,MINISTERIO DO TURISMO,2011,sim,nao,450000
MT,CUIABA,MINISTERIO DO TURISMO,2011,sim,nao,250000
RJ,RIO DE JANEIRO,MINISTERIO DO TURISMO,2011,sim,nao,487500
MT,CUIABA,MINISTERIO DO TURISMO,2011,sim,nao,277777.78
MT,CUIABA,MINISTERIO DO TURISMO,2011,sim,nao,333334
MT,CUIABA,MINISTERIO DO TURISMO,2011,sim,nao,356168.91
MT,CUIABA,MINISTERIO DO TURISMO,2011,sim,nao,150000
MT,CUIABA,MINISTERIO DO TURISMO,2011,sim,nao,441220.13
MT,CUIABA,MINISTERIO DO TURISMO,2011,sim,nao,332123.71
MT,CUIABA,MINISTERIO DO TURISMO,2011,sim,nao,211603.75
MT,CUIABA,MINISTERIO DO TURISMO,2011,sim,nao,152500
MT,CUIABA,MINISTERIO DO TURISMO,2011,sim,nao,150000
SE,ARACAJU,MINISTERIO DA SAUDE,2011,sim,nao,50000
RS,PORTO ALEGRE,MINISTERIO DA SAUDE,2011,sim,nao,191664
BA,SALVADOR,MINISTERIO DA SAUDE,2011,sim,nao,245000
DF,BRASILIA,MINISTERIO DA SAUDE,2011,sim,nao,199200
RS,PORTO ALEGRE,MINISTERIO DO DESENVOLVIMENTO AGRARIO,2011,sim,nao,1457245
MA,SAO LUIS,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",2011,sim,nao,487500
AC,RIO BRANCO,MINISTERIO DA SAUDE,2011,sim,nao,400000
SE,ARACAJU,MINISTERIO DA SAUDE,2011,sim,nao,33119200
AC,RIO BRANCO,MINISTERIO DA SAUDE,2011,sim,nao,1142239.25
