UF,Municipio,órgão_Concedente,Ano_de_Vigencia,Nome_Ministro,Partido_Ministro,Partido_Governador,Governo_Base_Aliada,Partido_Ministro_Partido_Governador,UFMinistro_Ufdestino,Transferencia_percapita,Vl_Liberado
CE,FORTALEZA,PRESIDENCIA DA REPÚBLICA,2011,Gilberto Carvalho,PT,PSB,sim,nao,nao,0.0942232878135178,803730.11
MA,SAO LUIS,MINISTERIO DA JUSTICA,2012,José Eduardo Cardozo,PT,PMDB,sim,nao,nao,0.119697629571688,803687.47
MS,CAMPO GRANDE,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2011,Afonso Florense,PT,PMDB,sim,nao,nao,0.324367048448761,803620.66
PI,TERESINA,MINISTERIO DO TURISMO,2010,Luiz Barretto Filho,PT,PT,sim,sim,nao,0.257544288821952,803284.5
CE,FORTALEZA,MINISTERIO DA JUSTICA,2012,José Eduardo Cardozo,PT,PSB,sim,nao,nao,0.0932092928135645,802159.64
MT,CUIABA,MINISTERIO DAS CIDADES,2012,Aguinaldo Ribeiro,PP,PMDB,sim,nao,nao,0.257464539940475,802088.55
BA,SALVADOR,MINISTERIO DO DESENVOLVIMENTO SOCIAL,2009,Patrus Ananias,PT,PT,sim,sim,nao,0.0547730984895914,801733.78
SE,ARACAJU,MINISTERIO DO DESENVOLVIMENTO SOCIAL,2011,Tereza Campello,PT,PT,sim,sim,nao,0.383040846824766,800472.25
PB,JOAO PESSOA,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2011,Afonso Florense,PT,PSB,sim,nao,nao,0.211014982063726,800000
PE,RECIFE,MINISTERIO DA EDUCACAO,2012,Aloizio Mercadante,PT,PSB,sim,nao,nao,0.0895753545952381,800000
AC,RIO BRANCO,PRESIDENCIA DA REPÚBLICA,2010,Franklin Martins,sem_partido,PT,sim,nao,nao,1.09171348525436,800000
PB,JOAO PESSOA,MINISTERIO DA JUSTICA,2013,José Eduardo Cardozo,PT,PSB,sim,nao,nao,0.204372498512551,800000
SC,FLORIANOPOLIS,MINISTERIO DA JUSTICA,2010,Luiz Paulo Barreto,sem_partido,PMDB,sim,nao,nao,0.12800651297138,800000
PI,TERESINA,"MINISTÉRIO DA CIÊNCIA, TECNOLOGIA, INOVAÇÕES E COMUNICAÇÕES",2010,Sérgio Machado Rezende,PSB,PT,sim,nao,nao,0.256491232007541,800000
PI,TERESINA,"MINISTÉRIO DA CIÊNCIA, TECNOLOGIA, INOVAÇÕES E COMUNICAÇÕES",2010,Sérgio Machado Rezende,PSB,PT,sim,nao,nao,0.256491232007541,800000
AC,RIO BRANCO,MINISTERIO DO DESENVOLVIMENTO SOCIAL,2009,Patrus Ananias,PT,PT,sim,sim,nao,1.15742804558319,799935.56
PI,TERESINA,MINISTERIO DA SAUDE,2010,José Gomes Temporão,PMDB,PT,sim,nao,nao,0.256464175388704,799915.61
ES,VITORIA,MINISTERIO DA SAUDE,2009,José Gomes Temporão,PMDB,PMDB,sim,sim,nao,0.22912371791802,799000
SP,SAO PAULO,MINISTERIO DA JUSTICA,2015,José Eduardo Cardozo,PT,PSDB,nao,nao,sim,0.0179954867597173,798936.34
RJ,RIO DE JANEIRO,MINISTERIO DA JUSTICA,2015,José Eduardo Cardozo,PT,PMDB,sim,nao,nao,0.0482493560130185,798528
AM,MANAUS,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2009,Guilherme Cassel ,PT,PMDB,sim,nao,nao,0.23485509533446,796950
DF,BRASILIA,MINISTERIO DA JUSTICA,2014,José Eduardo Cardozo,PT,PT,sim,sim,nao,0.279332611594841,796760.52
PE,RECIFE,MINISTERIO DA JUSTICA,2010,Luiz Paulo Barreto,sem_partido,PSB,sim,nao,nao,0.0905562883354676,796536.01
GO,GOIANIA,MINISTERIO DA CULTURA,2008,Juca Ferreira,PV,PP,sim,nao,nao,0.136150649204893,795800
MS,CAMPO GRANDE,MINISTERIO DA JUSTICA,2012,José Eduardo Cardozo,PT,PMDB,sim,nao,nao,0.317278674441776,794811
PB,JOAO PESSOA,MINISTERIO DA CULTURA,2012,Marta Suplicy,PT,PSB,sim,nao,nao,0.207537276835036,791790.2
MS,CAMPO GRANDE,MINISTERIO DO MEIO AMBIENTE,2009,Carlos Minc,PT,PMDB,sim,nao,nao,0.335086070820649,790970
PE,RECIFE,MINISTERIO DA JUSTICA,2009,Tarso Genro,PT,PSB,sim,nao,nao,0.089713624666525,790400
MT,CUIABA,MINISTERIO DAS CIDADES,2013,Aguinaldo Ribeiro,PP,PMDB,sim,nao,nao,0.247728308202757,788299.47
BA,ILHEUS,MINISTERIO DA EDUCACAO,2013,Aloizio Mercadante,PT,PT,sim,sim,nao,0.052379209256071,788000
AP,MACAPA,MINISTERIO DA DEFESA,2012,Celso Amorim,PT,PSB,sim,nao,nao,1.12584468696053,786517.35
BA,SALVADOR,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",2012,Mendes Ribeiro Filho,PMDB,PT,sim,nao,nao,0.0553425839985084,784500
CE,FORTALEZA,MINISTERIO DA JUSTICA,2012,José Eduardo Cardozo,PT,PSB,sim,nao,nao,0.0909873047947334,783037.2
RJ,RIO DE JANEIRO,MINISTERIO DA JUSTICA,2011,José Eduardo Cardozo,PT,PMDB,sim,nao,nao,0.0484653089373266,780903.93
PE,RECIFE,MINISTERIO DO DESENVOLVIMENTO AGRARIO,2010,Guilherme Cassel ,PT,PSB,sim,nao,nao,0.0887325102955514,780494
BA,VITORIA DA CONQUISTA,MINISTERIO DA EDUCACAO,2016,Aloizio Mercadante,PT,PT,sim,sim,nao,0.0513215855843626,780290
BA,SALVADOR,MINISTERIO DOS DIREITOS HUMANOS,2009,Paulo Vannuchi,PT,PT,sim,sim,nao,0.0532882833275172,780000
BA,SALVADOR,MINISTERIO DA EDUCACAO,2012,Aloizio Mercadante,PT,PT,sim,sim,nao,0.054919313757602,778500
AC,RIO BRANCO,MINISTERIO DO DESENVOLVIMENTO AGRARIO,2010,Guilherme Cassel ,PT,PT,sim,sim,nao,1.0613881136965,777777.78
DF,BRASILIA,MINISTERIO DOS DIREITOS HUMANOS,2013,Maria do Rosário,PT,PT,sim,sim,nao,0.278278676918919,776331
RJ,RIO DE JANEIRO,MINISTERIO DO ESPORTE,2015,George Hilton,PRB,PMDB,sim,nao,nao,0.0467609593798776,773895
SP,SAO PAULO,MINISTERIO DA SAUDE,2013,Alexandre Padilha,PT,PSDB,nao,nao,sim,0.0176795724610316,771955
PE,RECIFE,MINISTERIO DO DESENVOLVIMENTO SOCIAL,2008,Patrus Ananias,PT,PSB,sim,nao,nao,0.0883551911029226,771711.38
PR,CURITIBA,MINISTERIO DA CULTURA,2009,Juca Ferreira,PV,PMDB,sim,nao,nao,0.0720552313642011,770000
BA,SALVADOR,MINISTERIO DOS DIREITOS HUMANOS,2009,Paulo Vannuchi,PT,PT,sim,sim,nao,0.0526051002079336,770000
ES,CARIACICA,MINISTERIO DO MEIO AMBIENTE,2012,Izabella Teixeira,sem_partido,PSB,sim,nao,nao,0.215157933040382,769849.5
SP,BOTUCATU,MINISTERIO DA SAUDE,2013,Alexandre Padilha,PT,PSDB,nao,nao,sim,0.0176093539001498,768889
RS,PORTO ALEGRE,MINISTERIO DA JUSTICA,2012,José Eduardo Cardozo,PT,PT,sim,sim,nao,0.0712446768300716,767348.13
RR,BOA VISTA,MINISTERIO DA INTEGRACAO NACIONAL,2016,Gilberto Occhi,PP,PP,sim,sim,nao,1.51615530044595,766666.67
SC,FLORIANOPOLIS,MINISTERIO DA EDUCACAO,2015,Aloizio Mercadante,PT,PSD,sim,nao,nao,0.112248048521892,765440.77
DF,BRASILIA,"MINIST. DA INDUSTRIA, COM.EXTERIOR E SERVICOS",2015,Armando Monteiro,PTB,PSB,sim,nao,nao,0.295796888533817,765306.12
BA,SALVADOR,MINISTERIO DAS CIDADES,2009,Marcio Fortes de Almeida,PP,PT,sim,nao,nao,0.0522649590459047,765021.23
SC,FLORIANOPOLIS,MINISTERIO DA JUSTICA,2016,José Eduardo Cardozo,PT,PSD,sim,nao,nao,0.112139358193568,764699.59
GO,GOIANIA,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2010,Guilherme Cassel ,PT,PP,sim,nao,nao,0.127080992897288,763000
PE,OLINDA,MINISTERIO DO TURISMO,2011,Gastão Vieira,PMDB,PSB,sim,nao,nao,0.0854610068605022,757594.99
PE,RECIFE,MINISTERIO DA JUSTICA,2015,José Eduardo Cardozo,PT,PSB,sim,nao,nao,0.0810589445481641,757509.86
AC,RIO BRANCO,MINISTERIO DA JUSTICA,2015,José Eduardo Cardozo,PT,PT,sim,sim,nao,0.942735898485774,757500.55
PA,BELEM,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2010,Guilherme Cassel ,PT,PT,sim,sim,nao,0.0991398335652322,752280.79
RJ,RIO DE JANEIRO,MINISTERIO DOS DIREITOS HUMANOS,2011,Maria do Rosário,PT,PMDB,sim,nao,nao,0.0465473156256173,750000
CE,FORTALEZA,MINISTERIO DA JUSTICA,2009,Tarso Genro,PT,PSB,sim,nao,nao,0.087741782718823,750000
MT,CACERES,MINISTERIO DA EDUCACAO,2015,Aloizio Mercadante,PT,PDT,sim,nao,nao,0.229517860434863,749487.36
PE,RECIFE,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2009,Guilherme Cassel ,PT,PSB,sim,nao,nao,0.0849961681022663,748838
MS,CAMPO GRANDE,MINISTERIO DA EDUCACAO,2014,José Henrique Paim,PT,PMDB,sim,nao,nao,0.285429771912888,747728.1
SE,ARACAJU,MINISTERIO DA SAUDE,2012,Alexandre Padilha,PT,PT,sim,sim,nao,0.354025147013052,747300
MT,CUIABA,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",2012,Mendes Ribeiro Filho,PMDB,PMDB,sim,sim,nao,0.23987458174656,747289.92
AC,RIO BRANCO,MINISTERIO DOS DIREITOS HUMANOS,2011,Maria do Rosário,PT,PT,sim,sim,nao,1.00071545804723,746909
AC,RIO BRANCO,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2013,Pepe Vargas,PT,PT,sim,sim,nao,0.960316434910614,745650.18
MT,CUIABA,MINISTERIO DO TRABALHO E PREVIDENCIA SOCIAL,2013,Manoel Dias,PDT,PMDB,sim,nao,nao,0.234089738485088,744900
PE,RECIFE,MINISTERIO DA JUSTICA,2012,José Eduardo Cardozo,PT,PSB,sim,nao,nao,0.0832668882014478,743658.91
RN,MOSSORO,MINISTERIO DA EDUCACAO,2015,Aloizio Mercadante,PT,PSD,sim,nao,nao,0.21543507230167,741565.22
CE,FORTALEZA,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2012,Pepe Vargas,PT,PSB,sim,nao,nao,0.0858853788720783,739130
RJ,RIO DE JANEIRO,MINISTERIO DA JUSTICA,2015,José Eduardo Cardozo,PT,PMDB,sim,nao,nao,0.0446500863080319,738960
MG,BELO HORIZONTE,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",2013,Antônio Andrade,PMDB,PSDB,nao,nao,sim,0.0358653786201724,738588.51
CE,FORTALEZA,MINISTERIO DA JUSTICA,2009,Tarso Genro,PT,PSB,sim,nao,nao,0.0863865570697707,738415.79
GO,GOIANIA,MINISTERIO DO TURISMO,2008,Luiz Barretto Filho,PT,PP,sim,nao,nao,0.126261848596646,738000
SE,ARACAJU,MINISTERIO DA JUSTICA,2013,José Eduardo Cardozo,PT,PT,sim,sim,nao,0.33587136817962,737460
RO,PORTO VELHO,MINISTERIO DA DEFESA,2015,Aldo Rebelo,PCdoB,PMDB,sim,nao,nao,0.416976774173116,737300
RS,PORTO ALEGRE,MINISTERIO DO TURISMO,2011,Gastão Vieira,PMDB,PT,sim,nao,nao,0.0686361274861942,736655.77
BA,SALVADOR,MINISTERIO DA JUSTICA,2012,José Eduardo Cardozo,PT,PT,sim,sim,nao,0.0519633517105514,736598.23
AC,RIO BRANCO,MINISTERIO DA JUSTICA,2013,José Eduardo Cardozo,PT,PT,sim,sim,nao,0.946651675611072,735040
PB,JOAO PESSOA,MINISTERIO DA JUSTICA,2013,José Eduardo Cardozo,PT,PSB,sim,nao,nao,0.187127291622439,732495
DF,BRASILIA,MINISTERIO DA JUSTICA,2014,José Eduardo Cardozo,PT,PT,sim,sim,nao,0.256690221331579,732176
PE,RECIFE,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",2009,Reinhold Stephanes,PMDB,PSB,sim,nao,nao,0.0824950591674067,726802.59
MA,SAO LUIS,MINISTERIO DO TRABALHO E EMPREGO,2012,Brizola Neto,PDT,PMDB,sim,nao,nao,0.107978268517082,725000
DF,BRASILIA,MINISTERIO DO DESENVOLVIMENTO AGRARIO,2011,Afonso Florense,PT,PT,sim,sim,nao,0.277391315009174,723990.5
AM,MANAUS,MINISTERIO DO DESENVOLVIMENTO AGRARIO,2009,Guilherme Cassel ,PT,PMDB,sim,nao,nao,0.213240130973083,723602.45
BA,VITORIA DA CONQUISTA,MINISTERIO DOS DIREITOS HUMANOS,2011,Maria do Rosário,PT,PT,sim,sim,nao,0.0513198134711012,723472.5
SE,ARACAJU,PRESIDENCIA DA REPÚBLICA,2013,Gilberto Carvalho,PT,PT,sim,sim,nao,0.328830270779382,722000.13
PA,BELEM,"MINISTÉRIO DA CIÊNCIA, TECNOLOGIA, INOVAÇÕES E COMUNICAÇÕES",2008,Sérgio Machado Rezende,PSB,PT,sim,nao,nao,0.0984711724780724,720956
RJ,RIO DE JANEIRO,PRESIDENCIA DA REPÚBLICA,2011,Gilberto Carvalho,PT,PMDB,sim,nao,nao,0.0447307520178106,720730.37
MS,CAMPO GRANDE,MINISTERIO DO TURISMO,2011,Gastão Vieira,PMDB,PMDB,sim,sim,nao,0.290835699962543,720546.61
SP,CAMPINAS,MINISTERIO DA SAUDE,2013,Alexandre Padilha,PT,PSDB,nao,nao,sim,0.0164918770339707,720095.86
RJ,RIO DE JANEIRO,MINISTERIO DO ESPORTE,2011,Aldo Rebelo,PCdoB,PMDB,sim,nao,nao,0.0446691004085799,719737
ES,VITORIA,MINISTERIO DO TRABALHO E EMPREGO,2008,Carlos Lupi,PDT,PMDB,sim,nao,nao,0.207927964864978,718110
RJ,CAMPOS DOS GOYTACAZES,MINISTERIO DA EDUCACAO,2013,Aloizio Mercadante,PT,PMDB,sim,nao,nao,0.0437270861293654,715776.5
MS,CAMPO GRANDE,MINISTERIO DO TURISMO,2013,Gastão Vieira,PMDB,PMDB,sim,sim,nao,0.276011964739654,714117.2
MS,CAMPO GRANDE,PRESIDENCIA DA REPÚBLICA,2009,Franklin Martins,sem_partido,PMDB,sim,nao,nao,0.302505657704434,714064
ES,VITORIA,PRESIDENCIA DA REPÚBLICA,2013,Gilberto Carvalho,PT,PSB,sim,nao,nao,0.185707744455725,713000
AC,RIO BRANCO,MINISTERIO DOS DIREITOS HUMANOS,2009,Paulo Vannuchi,PT,PT,sim,sim,nao,1.03038620697638,712132.88
TO,PALMAS,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",2010,Wagner Rossi,PMDB,PMDB,sim,sim,nao,0.514578594285458,711895.3
CE,FORTALEZA,MINISTERIO DA JUSTICA,2013,José Eduardo Cardozo,PT,PSB,sim,nao,nao,0.0809656224426376,710762.87
CE,FORTALEZA,MINISTERIO DO DESENVOLVIMENTO AGRARIO,2008,Guilherme Cassel ,PT,PSB,sim,nao,nao,0.0841000756520866,710689.96
SE,ARACAJU,MINISTERIO DA JUSTICA,2012,José Eduardo Cardozo,PT,PT,sim,sim,nao,0.336307829910648,709901.1
CE,FORTALEZA,PRESIDENCIA DA REPÚBLICA,2013,Gilberto Carvalho,PT,PSB,sim,nao,nao,0.0807602508652884,708960
MA,SAO LUIS,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2010,Guilherme Cassel ,PT,PDT,sim,nao,nao,0.107893134265382,708823.69
MA,SAO LUIS,MINISTERIO DA INTEGRACAO NACIONAL,2009,Geddel Vieira Lima,PMDB,PDT,sim,nao,nao,0.111315966451489,708764.12
RS,PORTO ALEGRE,PRESIDENCIA DA REPÚBLICA,2012,Gilberto Carvalho,PT,PT,sim,sim,nao,0.0656416358489864,707000
AP,MACAPA,MINISTERIO DO TRABALHO E PREVIDENCIA SOCIAL,2014,Manoel Dias,PDT,PSB,sim,nao,nao,0.939191276740817,705250
AC,RIO BRANCO,MINISTERIO DA JUSTICA,2012,José Eduardo Cardozo,PT,PT,sim,sim,nao,0.928832569393742,704785.15
SE,ARACAJU,"MINISTÉRIO DA CIÊNCIA, TECNOLOGIA, INOVAÇÕES E COMUNICAÇÕES",2014,Clelio Campolina Diniz,sem_partido,PT,sim,nao,nao,0.317272593749972,704210
CE,FORTALEZA,MINISTERIO DA EDUCACAO,2014,José Henrique Paim,PT,PSB,sim,nao,nao,0.07958464810488,703750.41
PB,JOAO PESSOA,PRESIDENCIA DA REPÚBLICA,2013,Gilberto Carvalho,PT,PSB,sim,nao,nao,0.179720065879475,703500
PB,JOAO PESSOA,PRESIDENCIA DA REPÚBLICA,2013,Gilberto Carvalho,PT,PSB,sim,nao,nao,0.179720065879475,703500
MT,CUIABA,MINISTERIO DA JUSTICA,2012,José Eduardo Cardozo,PT,PMDB,sim,nao,nao,0.225754547824055,703301.27
PB,CAMPINA GRANDE,MINISTERIO DA EDUCACAO,2015,Aloizio Mercadante,PT,PSB,sim,nao,nao,0.176960391238915,702922.42
RJ,RIO DE JANEIRO,MINISTERIO DA EDUCACAO,2011,Fernando Haddad,PT,PMDB,sim,nao,nao,0.0435682874255778,702000
AP,MACAPA,MINISTERIO DA DEFESA,2013,Celso Amorim,PT,PSB,sim,nao,nao,0.952386135434751,700000
RJ,RIO DE JANEIRO,MINISTERIO DA EDUCACAO,2014,José Henrique Paim,PT,PMDB,sim,nao,nao,0.0425243085653738,700000
PE,RECIFE,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2012,Pepe Vargas,PT,PSB,sim,nao,nao,0.0783784352708333,700000
PE,RECIFE,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2012,Pepe Vargas,PT,PSB,sim,nao,nao,0.0783784352708333,700000
PE,RECIFE,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2012,Pepe Vargas,PT,PSB,sim,nao,nao,0.0783784352708333,700000
PE,RECIFE,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2012,Pepe Vargas,PT,PSB,sim,nao,nao,0.0783774275480941,699991
PB,JOAO PESSOA,MINISTERIO DA JUSTICA,2013,José Eduardo Cardozo,PT,PSB,sim,nao,nao,0.178807900325489,699929.4
SC,FLORIANOPOLIS,MINISTERIO DA CULTURA,2009,Juca Ferreira,PV,PMDB,sim,nao,nao,0.114347178824147,699661
SC,FLORIANOPOLIS,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",2015,Kátia Abreu,PMDB,PSD,sim,nao,nao,0.102370516146346,698084
MS,CAMPO GRANDE,PRESIDENCIA DA REPÚBLICA,2013,Gilberto Carvalho,PT,PMDB,sim,nao,nao,0.269125475549701,696300
PI,TERESINA,MINISTERIO DA JUSTICA,2013,José Eduardo Cardozo,PT,PSB,sim,nao,nao,0.218616865452366,696112.39
PI,TERESINA,MINISTERIO DOS DIREITOS HUMANOS,2012,Maria do Rosário,PT,PSB,sim,nao,nao,0.220018577880932,695423.28
MT,CUIABA,MINISTERIO DA INTEGRACAO NACIONAL,2011,Fernando Bezerra Coelho,PSB,PMDB,sim,nao,nao,0.225980229282068,695084
MT,CUIABA,MINISTERIO DO ESPORTE,2014,Aldo Rebelo,PCdoB,PMDB,sim,nao,nao,0.215373173628106,694440
ES,VITORIA,MINISTERIO DA JUSTICA,2013,José Eduardo Cardozo,PT,PSB,sim,nao,nao,0.180712388451635,693821
GO,GOIANIA,MINISTERIO DA JUSTICA,2009,Tarso Genro,PT,PP,sim,nao,nao,0.116955218264347,693111.71
MT,CUIABA,MINISTERIO DAS CIDADES,2011,Mário Negromonte,PP,PMDB,sim,nao,nao,0.225280896867285,692932.95
PE,RECIFE,MINISTERIO DA EDUCACAO,2013,Aloizio Mercadante,PT,PSB,sim,nao,nao,0.0751159748277416,691709.21
CE,FORTALEZA,MINISTERIO DO ESPORTE,2010,Orlando Silva,PCdoB,PSB,sim,nao,nao,0.0818117306291211,691150
AM,MANAUS,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",2009,Reinhold Stephanes,PMDB,PMDB,sim,sim,nao,0.203468588296763,690444
AC,RIO BRANCO,MINISTERIO DA SAUDE,2012,Alexandre Padilha,PT,PT,sim,sim,nao,0.909347299502099,690000
BA,SALVADOR,MINISTERIO DOS DIREITOS HUMANOS,2012,Maria do Rosário,PT,PT,sim,sim,nao,0.048676077704233,690000
BA,SALVADOR,MINISTERIO DO DESENVOLVIMENTO AGRARIO,2009,Guilherme Cassel ,PT,PT,sim,sim,nao,0.0470631187418718,688880
MS,CAMPO GRANDE,MINISTERIO DA JUSTICA,2009,Tarso Genro,PT,PMDB,sim,nao,nao,0.290950312179887,686787.63
ES,VITORIA,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2012,Pepe Vargas,PT,PSB,sim,nao,nao,0.191444151269387,685000
PI,TERESINA,MINISTERIO DA JUSTICA,2010,Luiz Paulo Barreto,sem_partido,PT,sim,nao,nao,0.21955132309399,684783.87
MA,SAO LUIS,MINISTERIO DOS DIREITOS HUMANOS,2013,Maria do Rosário,PT,PMDB,sim,nao,nao,0.100586550404523,683415.3
GO,GOIANIA,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2010,Guilherme Cassel ,PT,PP,sim,nao,nao,0.113813071021286,683338.8
ES,VITORIA,MINISTERIO DA CULTURA,2012,Marta Suplicy,PT,PSB,sim,nao,nao,0.190720925572383,682412.25
PE,RECIFE,MINISTERIO DO ESPORTE,2010,Orlando Silva,PCdoB,PSB,sim,nao,nao,0.0775547792459145,682174.32
PR,CASCAVEL,MINISTERIO DO DESENVOLVIMENTO AGRARIO,2009,Guilherme Cassel ,PT,PMDB,sim,nao,nao,0.0636423919454604,680098.32
MT,CUIABA,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2013,Pepe Vargas,PT,PMDB,sim,nao,nao,0.213688200261901,679980
RN,MOSSORO,MINISTERIO DA EDUCACAO,2015,Aloizio Mercadante,PT,PSD,sim,nao,nao,0.197480729480634,679763.23
BA,SALVADOR,MINISTERIO DO MEIO AMBIENTE,2015,Izabella Teixeira,sem_partido,PT,sim,nao,nao,0.044676433744056,679257.55
SC,FLORIANOPOLIS,MINISTERIO DA CULTURA,2009,Juca Ferreira,PV,PMDB,sim,nao,nao,0.110861549504531,678333.33
RO,PORTO VELHO,MINISTERIO DA DEFESA,2015,Aldo Rebelo,PCdoB,PMDB,sim,nao,nao,0.383270256146915,677700
AP,MACAPA,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",2013,Antônio Andrade,PMDB,PSB,sim,nao,nao,0.921290728112806,677145
AP,MACAPA,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2012,Pepe Vargas,PT,PSB,sim,nao,nao,0.96859155856983,676660
PB,JOAO PESSOA,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2012,Pepe Vargas,PT,PSB,sim,nao,nao,0.177017410228794,675351.69
RO,PORTO VELHO,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2013,Pepe Vargas,PT,PMDB,sim,nao,nao,0.390576629977537,675000
SP,SAO PAULO,MINISTERIO DA SAUDE,2012,Alexandre Padilha,PT,PSDB,nao,nao,sim,0.0160857544502464,674012.72
ES,VITORIA,MINISTERIO DA JUSTICA,2013,José Eduardo Cardozo,PT,PSB,sim,nao,nao,0.175319771545615,673116.77
CE,FORTALEZA,MINISTERIO DA INTEGRACAO NACIONAL,2009,Geddel Vieira Lima,PMDB,PSB,sim,nao,nao,0.078597550553598,671836.85
RJ,RIO DE JANEIRO,MINISTERIO DA JUSTICA,2012,José Eduardo Cardozo,PT,PMDB,sim,nao,nao,0.0413510508820423,671184
BA,SALVADOR,MINISTERIO DO DESENVOLVIMENTO SOCIAL,2012,Tereza Campello,PT,PT,sim,sim,nao,0.0473164955961201,670727.46
MS,CAMPO GRANDE,MINISTERIO DO DESENVOLVIMENTO SOCIAL,2008,Patrus Ananias,PT,PMDB,sim,nao,nao,0.286963915279501,670364.35
MA,SAO LUIS,MINISTERIO DA JUSTICA,2013,José Eduardo Cardozo,PT,PMDB,sim,nao,nao,0.0986530314155938,670278.39
CE,FORTALEZA,"MINIST. DA INDUSTRIA, COM.EXTERIOR E SERVICOS",2011,Fernando Pimentel,PT,PSB,sim,nao,nao,0.0785457730768067,670000
PB,CABEDELO,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2011,Afonso Florense,PT,PSB,sim,nao,nao,0.176675195188858,669811
RN,NATAL,MINISTERIO DO TURISMO,2010,Luiz Barretto Filho,PT,PSB,sim,nao,nao,0.210975991222591,668400
AP,MACAPA,MINISTERIO DA DEFESA,2011,Celso Amorim,PT,PSB,sim,nao,nao,0.974717266232257,667000
AP,MACAPA,MINISTERIO DO DESENVOLVIMENTO AGRARIO,2009,Guilherme Cassel ,PT,PDT,sim,nao,nao,1.06392769653803,666666.67
RJ,RIO DE JANEIRO,MINISTERIO DA SAUDE,2012,Alexandre Padilha,PT,PMDB,sim,nao,nao,0.040979758017887,665157.41
MS,CAMPO GRANDE,MINISTERIO DO TURISMO,2010,Luiz Barretto Filho,PT,PMDB,sim,nao,nao,0.271501599818074,665000
AC,RIO BRANCO,MINISTERIO DA SAUDE,2010,José Gomes Temporão,PMDB,PT,sim,nao,nao,0.905161989811584,663296.37
TO,PALMAS,MINISTERIO DA JUSTICA,2009,Tarso Genro,PT,PMDB,sim,nao,nao,0.513156423391956,663024.27
PI,TERESINA,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2012,Pepe Vargas,PT,PSB,sim,nao,nao,0.209681062837025,662749
SP,CAMPINAS,MINISTERIO DA SAUDE,2012,Alexandre Padilha,PT,PSDB,nao,nao,sim,0.0157891167796335,661583.24
TO,PALMAS,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2009,Guilherme Cassel ,PT,PMDB,sim,nao,nao,0.511943800979992,661457.5
MS,DOURADOS,MINISTERIO DA EDUCACAO,2013,Aloizio Mercadante,PT,PMDB,sim,nao,nao,0.255095237487868,660000
SE,ARACAJU,MINISTERIO DO MEIO AMBIENTE,2012,Izabella Teixeira,sem_partido,PT,sim,nao,nao,0.312667733211045,660000
SP,SAO PAULO,MINISTERIO DA SAUDE,2013,Alexandre Padilha,PT,PSDB,nao,nao,sim,0.0151101491264969,659764.55
PR,CURITIBA,MINISTERIO DO MEIO AMBIENTE,2009,Carlos Minc,PT,PMDB,sim,nao,nao,0.0615370391494788,657600
CE,FORTALEZA,MINISTERIO DO TURISMO,2011,Gastão Vieira,PMDB,PSB,sim,nao,nao,0.0770334738638354,657100
MT,CUIABA,MINISTERIO DA JUSTICA,2012,José Eduardo Cardozo,PT,PMDB,sim,nao,nao,0.210778776350288,656646.71
